"","MMM","A","ADS","EXPE","LNT","ALL","ALB","ADM","CBG","CHK","ARNC","ALXN","AAPL","F","AEE","AON","EMN","CL","EXR","CVX","EMR","BSX","CTSH","LEG","DUK","AIZ","FMC","COST","GGP","FTI","EXPD","BMY","GLW","NKE","ETR","CINF","FCX","KR","IRM","HAL","GE","EW","MCHP","RL","EXC","DFS","MON","MDLZ","MAA","NOV","JBHT","ESRX","NTAP","SWK","FE","GS","NEM","PG","PSA","NFX","RTN","HOLX","TDC","TSCO","PNW","PNC","NUE","SYY","REG","NBL","RHI","IDXX","TXN","FOXA","PEG","STT","PX","TSN","SPG","OKE","ROK","PRGO","TSS","FOX","SRE","TMK","MOS","WMT","SLG","PXD","UTX","DGX","VRSN","VFC","WEC","USB","VMC","WBA","VNO","SWN"
"2003-01-03",-0.00379420269885407,-0.0047133074570585,-0.0027815872515719,0.0343732687273717,0.0140271148559978,0.00184234824693026,0.0097425961988184,0.00636944828547993,-0.0082079799686875,0.0245411399516904,0.0105597999223418,0.00275482267884446,0.00673416550255808,-0.026505119379997,0.0136248760270169,0.0277166135253415,-0.00424967439034149,-0.0119672333226942,0.000799680170564244,0.00763805145877647,-0.00554127730202989,0.0186662403517643,-0.00652666345138182,-0.0183651860400385,0.0114857692143113,0.00605446842287718,-0.00218420181484113,-0.0265471405408628,0.0042709617537637,-0.00581396986541984,-0.00627722880214333,0.0295223976516743,0.0158733491562902,-0.0208226701396085,0.000642170624207098,-0.00544815668474341,0.00912727385967867,0.00125078190165268,0.000901859191433659,-0.0104822762735103,-0.00314465667947172,0.00078155533482031,0.0153214546944334,-0.0154338054292321,0.0025993330639845,0.0114128854219591,-0.00362413029339123,-0.00845405316927072,0.00404032872859425,-0.0120242626465029,0.00033904051858932,0.0176267783515072,0.000934142991797144,-0.0659076350206808,0.00694552090002256,0.0104263603268743,0.0140423566535364,-0.0109928969365506,0.0061181285041889,-0.0173869984410775,0.000633111765370558,-0.00641541895620002,-0.0154874699360529,0.0042751228195521,0.00739065331095546,0.0143625176555721,-0.00545865838632843,-0.00821427349850665,0,-0.000784621460417929,-0.00298602798717605,-0.0138514710850481,0.00559516535832931,0.0108202712657147,0.0156441216995681,-0.0096332471570491,-0.00744756319835301,0,0.00346033033642229,-0.00102669010198109,-0.0255816419390472,0.00797452391876955,0.0421641591076969,0.0106014625578292,0.018699690848903,0.00053442011249492,-0.0121326733254169,-0.0314986282996803,-0.00189152008017597,-0.00653220357174066,0.0156473849490152,0.00372191254009941,0.00822083314485707,-0.00213846646583609,-0.00234192144508103,0.00233046015517829,-0.0210811240830403,0.0661982725559355,0.0159790259934579,0
"2003-01-06",0.00725960741546128,0.0466631044178309,-0.0168543872652871,-0.025255944994082,0.0542199419901927,0.0120232236120643,0.0246250473053892,0.00158604315563478,0.0297721033886167,-0.0245411399516904,0.0240775462724778,0.00411805660891755,0,0.0394988054419854,0.0418107271917809,0.0279361451566518,0.0205486160761476,0.0215862494053962,0,0.0225704896957984,0.0101040607967146,0.0196682732088477,0.000974838257236837,0.00396388979709906,0.0441926728379743,-0.0154099159544253,0.0130342178389069,0.0119635487417705,0.00829562747995204,-0.00389484426154096,0.0107368168543535,0.0207924323854035,0.036086389774421,0.0138570346614263,0.0344934094485855,0.0226346275262107,-0.000568020464008563,0.00187324438168042,-0.00451745152991697,-0.00422387111618517,0.0252685557871683,-0.0074495541534441,0.0700060033197048,0.0172339408883359,0.0230948318638247,0.028810669199289,0.0250973480001259,-0.00904513220742498,0.00161164421692296,-0.00224267302163255,0.0217946598274203,0.0251139432914924,0.0824100820709156,0.0059067215106901,0.0490338041484672,0.0365503518806989,-0.029309862454358,0.0113344625649747,0.0181328026528172,-0.0117614912733399,0.0122662333685601,0.0448364519389171,-0.0369727892781184,0.0238047441814903,0.0483720095796001,0.023930472153964,0.0176912268219629,0.0173348906178292,0.00553166728513347,-0.00157109223204121,-0.00840839814079262,-0.00608274381576908,0.0548827499457786,0.0355216348834422,0.0753012343467768,0.0324774729152678,0.0191828194167739,-0.0113687276067598,0.0117328679963547,0.0248554122327161,0.0123988235968547,0.0173232678523871,0.056458378809611,0.0409673969653914,0.0418041556184187,0.0135335221116632,0.0268659048384008,0.00379277831440826,0.00817100686392321,-0.0027021825860487,0.00911830723468161,0.0223752857084729,0.0254055234354228,0.00480513471275132,0.03418808089711,0.0530375822883789,0.00795757546431292,-0.0223244293678141,0.0131235702940126,0.0375827111490429
"2003-01-07",-0.000943931471456705,-0.00905891912306015,0.00564973254211913,-0.00995033085316798,-0.0432530211056741,-0.0172960277441712,-0.0118947876521492,-0.0143657698020336,0.0132451741184402,-0.0251585922531592,0,-0.00618346181819428,-0.00336188551935041,0.00594061153012115,-0.0350672766896114,-0.0170611494695643,0.00130303601498783,-0.0137165818066178,0.00159744442915708,-0.0209621845544265,-0.00933788568231088,0.00558099475539567,-0.0691420027973463,-0.0101613421254698,-0.0114669472877078,-0.00491598705961366,-0.0112137185194372,0.0159614425402913,-0.0233247162131618,-0.0367651938246407,-0.00744383368729141,-0.00675007526236462,0.0150756624054472,-0.00262467342277122,-0.0192032200301679,-0.0156353032079838,-0.0305763652377569,-0.00312402628333303,0.00871538247151005,-0.0311685628196125,-0.00577476110616719,-0.00869570696755382,-0.0213086681129757,-0.00948726317548445,-0.0318480305021874,-0.00771424238592047,-0.0137511716128244,0.0036278868502599,-0.0150074204770654,-0.0468835070189247,-0.0399241113919354,-0.0133411546123418,0.0354766934060909,-0.0133394899311978,-0.0302524802766086,-0.00411809787439295,-0.0494057382116466,-0.0154881550295192,-0.011748862539996,-0.0443493350382236,-0.0182970404108714,-0.0553500950831648,0.0168071559811654,0.0215739793870415,-0.0382283045392113,0.00220746231377629,0.014161583159911,-0.00683266049817628,-0.010164941983015,-0.0417396061727651,-0.00665666623405582,-0.0222094261342767,-0.0322031991800791,-0.0104406856170445,-0.00694543739050783,-0.0108710097358283,-0.00668902170784418,-0.0106101791120155,-0.0157709458492818,-0.0161619045555736,0.00283956650807774,0.00855038244581292,0.0254666064370606,-0.0105263469256919,-0.0325838455748021,-0.011665117655964,-0.0184507079131165,0.00536513965267989,-0.015455346278712,-0.0519649722904209,-0.0213021812192223,-0.0183308245843402,0.0914674165981094,-0.0286351277617873,-0.0163719628694316,-0.00753382690355258,-0.00928999406693272,0.0154601591526183,-0.0224136149862173,-0.0350327735157702
"2003-01-08",-0.0108400319420396,-0.049751171232174,-0.00282081984446783,0.00291240067428865,0.00172067722407934,-0.00636443393694384,-0.0189824509122901,-0.00726102423704717,0.00262817503784994,-0.00638984039258374,-0.109562197327812,-0.0329276682984314,-0.0204083273568499,-0.0119167249334629,0.00185223480016241,0.00392542211610573,-0.00600769731704674,-0.00711750509622414,0.00159489666981597,-0.00586070541985897,-0.0156298795058361,-0.0163846114631047,-0.037998616369978,-0.00981716964846693,0.0204525565262405,-0.00411523214510665,-0.0202101311949363,0.00856903301881651,-0.0140610216636493,-0.0199342149008173,-0.0275733269040998,-0.0385834660391566,-0.0617162398585584,0.00785344350557052,0.0108992902295824,-0.0106481235282184,-0.026114243601513,0.000625586507734168,0.010418261551987,0.0295800001344746,-0.0155645165411116,0.0141902262851946,-0.0328393734997946,0.001814014061748,0.00671143458798678,0.00369679466550255,-0.0155041865359653,-0.00155324912287247,-0.00903121920472036,-0.0482021391872296,-0.017058725237484,-0.0156630873027708,-0.0269149972712799,-0.0312193267720637,0,-0.024788890268781,0.0314680375249794,-0.0150273903074475,-0.00913245298223318,-0.00857618767022467,0.00349595143912314,-0.00816331063916109,0.00554018037561535,0.0119190922372103,0.00781916868219474,-0.00397702707037461,-0.0254478539143311,-0.00687960136580551,-0.00901890776756304,-0.0195895352478047,-0.0283269564644696,0.00311429712935856,-0.0307716586667537,-0.0160815493434263,0.0138429682212297,-0.0288303330888134,-0.0196549878548931,0.0088496152769826,-0.0183757688989272,-0.000509350809795702,-0.00901980976344323,-0.00777004686193179,-0.0201895493362168,-0.0113516845130652,0.0170133088243324,-0.00267014176443522,-0.0131210879626972,-0.00935789796175445,-0.00445999472113344,-0.018492328892684,-0.00598996106878519,0.00987373095604081,0.00415369236869362,0.0152301012937396,0.00230061451166157,-0.00579970396591248,-0.0289483219558927,-0.00439291575597994,-0.0188431203879958,-0.0179876370178553
"2003-01-09",0.0157073833251201,0.039077597336739,0.0168070618192076,-0.000831276050506506,0.0142249909313473,0.0134761720631288,0.0257967873320202,0.0128722614048336,-0.00105047281326055,0.0377404434196968,0.0293143848196527,0.021839543607965,0.00889434593538694,0.021739986636406,-0.0224570841008417,0.034178971565368,-0.0284328986549343,-0.00188150576448972,0,0.015601365553203,0.0106395045617192,0.0141559944892416,-0.00341378357603331,0.0177783349171967,0.00516559717537884,0.0175765816536948,0.0132745312086961,0.0417771709910513,-0.00219623638912741,0.0330062964681699,0.0182654083091166,0.0465199761092003,0.119843981476406,0.0253178079842898,-0.00208685384582748,0.0255201898196803,0.0220050508513798,0.00685574514455449,0.013237442830363,0.0110673066396815,0.0155645165411115,-0.00706994303852289,0.0272538442806121,0.00181081982911224,0.000557221163432826,0.0458946500974854,-0.0104712998672954,0.0100530296323962,0.00534646565240533,-0.00544688086445986,0.0156770324442687,0.000584510489120905,0.10510472847137,0.0155800305714426,-0.00622129071226238,0.0387216933612452,-0.0271669913909684,0.00678446888636395,-0.0064426972458378,-0.00208116632757467,-0.0163125318773208,0.0105993654370421,0.00441015047755279,0.017849229158643,-0.00194904692219193,-0.00488232222476662,0.0265997950623333,0.00393704570328143,-0.00156320189233297,0.00306023329659417,-0.00250156478170227,0.030319272321106,-0.00878850603307935,0.0215243572526673,-0.00662060349331213,0.0047387294653617,0.0162937073792689,0.000880669365593483,0.00703995338483702,-0.032093844809331,0.0254251460529835,0.0116325468358285,-0.0152472294206937,0.0246664859139441,-0.0134283218422759,0.0190683734817311,0.0505854967881065,0.0378810084415529,0.0082671377048936,0.0245812458614277,0.0263686698647293,-0.000999633522101577,0.0938960857671268,0.0107383582211327,-0.00768938813701885,0.0221247962806358,-0.00965386039367857,0.0109462545524348,0.00135779437526992,-0.00173010423778257
"2003-01-10",-0.00841497618825,0.0167219857532186,0.0456105112520523,0.0119861325876534,-0.0176693112135918,0.00131158051588857,-0.0126432574322771,-0.00883185186782857,0.0031479565947587,-0.0149256688586506,0.0132452329909561,0.0027835786936464,0.00272190644240279,0.0260506771999425,-0.00664607225220976,0.00425030175859508,0.0276466844672408,-0.00320660471321277,0.033689045698151,-0.0074058567281855,-0.0114176368967017,0.00445236710580537,-0.0294998579267438,-0.00884965932984502,-0.0165293561343433,0.000810085082573578,-0.0106795343863898,0.000981547616536723,-0.0110542789342927,-0.0340393544112836,-0.0087866643545727,-0.00594645966203386,0.0593781705782614,0.00696719803440827,-0.00544613830408944,-0.00561513906156347,0.0510285534644118,0,-0.00674388692327733,0.0294366722951298,-0.00969939708871351,0.0043264570927721,-0.00149480593052808,0.00406229382552034,-0.00914096485482434,0.0155781881873007,0.00210305019677867,-0.00772411142375915,-0.0016419954765164,0.0014884977089705,0.00241671099843033,0.0189085317059489,0.00535783907035207,-0.0229965661917548,-0.00506486990482461,0.0161467045142836,0.0229814604146022,0.00407190380709307,-0.00493675763902174,-0.0152948855118263,0.0131348997151175,-0.0262956810843608,0.00292933201049307,-0.00841519692528447,-0.0044692810574563,-0.0071444821169387,0.0184789106673489,-0.00131064892106223,-0.00344770759078964,-0.0162423061014225,0.00125156461894173,-0.0018115946983506,0.0119085710640251,0.0161527185345411,0.000276684648875069,0.000994802382398826,-0.0169783359578762,0.004391750580979,-0.0147232309810343,-0.0201920148455689,0.0516419086494042,-0.013193827402781,0.0602709107946488,0.015198888790192,-0.00318598437554607,-0.00975357615094719,0.00268696982082539,-0.00579485895690128,-0.0243601789355262,-0.0126248472319161,-0.00959317260164813,-0.0193560192706541,0.00658206419564048,0.00266666824691508,-0.00619436746427342,0.012611561210104,-0.00779088515310061,0.00155397071423823,-0.0128364790997186,-0.00782272568120904
"2003-01-13",-0.000632027192535064,-0.0141702687133565,0.00950878796902714,0.000410782503098392,-0.00403342523190263,-0.000786757602051813,0.0126432574322772,0.0286188053056527,-0.00157273959405049,0.0112151175983291,0.00306548582099888,0.00138888911215435,-0.00613330587730981,0.00759016926667565,-0.0202075666007381,0.000471189654682257,-0.00710441107082336,-0.00151261139660205,0.00153964618559284,-0.00628702999304235,0.00524120368042658,-0.0167995887345365,-0.00819874377978113,-0.0134229752870966,-0.161399081236622,-0.00405684118144351,0.0132403552480634,-0.00196399408465994,-0.00425310387793419,-0.0161503901125716,-0.0178083311652445,0.00198613765416829,0.0219307034939702,-0.00908808960354598,0.00732446509818648,0.00102330286118216,-0.0335353960168945,0.017241806434506,-0.00856852864507741,-0.00817582479580076,-0.000389978565869986,0.00274348594575083,-0.0668848267842693,0.00718135908633867,0.00951229795865806,-0.0126986468317505,-0.00210305019677879,0.00541315917233185,0.00573537008474435,-0.029687778944652,-0.00207110878313618,0.0314201370812524,-0.0420950691670532,-0.0200508590802985,-0.00689347851941137,-0.00669615483676599,-0.0204809411620744,0.000696425283486693,-0.00963494603081875,0.00452290822219627,-0.0512597929888641,0.00415455520714732,-0.0139914287945874,-0.00848661387731869,-0.00786968648364325,-0.00246777464028719,-0.00543972329581821,0.000983155888087401,-0.00472066958919658,-0.0122143259750908,-0.0195775119236011,-0.00484702554524805,0.00311048471969054,0.0106254487726595,-0.00249342143312444,0.00594799763573866,-0.00171383072430954,-0.00439175058097908,-0.0116368466803269,-0.0118791432113858,0.0175058741296656,0.0185763855729352,-0.0248341320377384,0.00853392952610966,-0.0279088291343046,0.00896617944057849,0.00801786032473183,-0.00660838180649703,-0.00390114272552881,-0.00823045781420222,-0.00280243060570201,0.00474734707720967,-0.0362635154677038,0.00663572441539827,-0.00584227562422829,-0.00737370538435751,-0.00616412702465114,0.0108108543263488,0.000549632559520655,0.0173014696357527
"2003-01-14",0.0113155692474589,0.014672649731069,-0.00897814322322442,-0.0123969150907518,-0.0040497596569203,0.00783905273113612,-0.0153980801111216,-0.0118251279398156,-0.00895911130867823,0.0024751864561719,0.0126006074794714,0.0144680443102017,-0.00136839994712715,-0.00473710028426924,-0.0109958587071772,-0.0104167608582556,0.00342697062493606,-0.0051218171342832,0.0288116972385458,0.00468247855842258,0.00386466181491426,-0.0198477595547423,-0.00826651923573461,0.00583873192878859,0.00446675380614091,0.0320027310861737,0.00764334931256785,0.0152823653834006,-0.00958510881512817,0.0036697288889624,-0.00746265924371899,-0.00238387081506335,0.0235809425889067,-0.00895719360401683,0.00166670871916468,0.00535507311690325,-0.018670320620532,-0.00489597061220659,-0.00118768632546881,-0.0307395914538728,0.00272638933151746,0.00039131285962047,-0.0349913647909461,-0.00448234716221773,0.0180284506921311,-0.0288465639079519,-0.0207399085122811,-0.013197319074025,0.00122473989589587,-0.00358148647361872,0.0137270515114979,0.0132476638455389,0.0336626696424555,0.000948885109135596,0.00928014429451964,0.00375535593414807,-0.0282218797435045,0.00197042078275091,-0.000937353607142109,-0.0194418031327504,0.00301057255300424,-0.00582122225961654,-0.0055772222198704,0.00919059137911297,-0.00821642236449893,0.00894455893929969,0.0213611269993682,0.000654813382926044,-0.00410940985907552,0.000285755109816924,0.00127469743200052,0.0349132879011982,0.00124152712280227,-0.00775362658699006,0.00966196585679048,-0.00918469916022494,0.00102863029813824,0.0217683824167949,-0.00240383295301481,-0.0114724188204492,0.0129312580561978,-0.00461184522256282,-0.0341016650739411,-0.00306378214910569,0.015466364780498,0.0107065068169406,0,0.00253191295577888,0.000976688975952547,-0.00621771951322625,0.00264691478239989,-0.00883458035717293,0.024004993267258,-0.016000341346441,-0.00469852078155426,0.01297600414824,-0.00225104196767206,0.00122815491685868,-0.00578598108215732,0.0119353505492729
"2003-01-15",-0.00752951008247269,-0.0531189713052488,-0.0176616846759865,-0.00835071667301709,-0.00581396986541996,-0.0237039811461645,-0.0333071980177687,-0.0135730626657948,0.00580619208338071,0.00984019027531778,-0.0423343730632068,-0.0186405121160023,-0.012396719499442,-0.0220844309102939,0.0158442560835319,-0.0052493558861439,-0.0215463055673057,-0.00533948626813377,0.00521805134776555,-0.00512255777860977,-0.00968999867655627,0.00780357378405037,0.00032533769695183,-0.0176195654261319,0.0061094332491943,0.0109633047972696,-0.000725426219697887,-0.0175785448030288,0.00816332554340887,0.0455205153018094,-0.016045648643189,0.00198696667795774,-0.00212089156913762,-0.0157619586166591,-0.002918471857247,-0.0244573054484009,0.00117716317301483,-0.00800743422370113,0.000297144232083294,0.0047506027585978,-0.0204328523196149,0.017067908512148,-0.049660107677972,-0.0231775883127058,0.000729032303640306,-0.0276730444066196,-0.0173446082513851,-0.0239895255940346,-0.00122473989589593,0.0362395207652759,-0.00102301799203463,-0.0423768491802355,-0.0233655489562119,-0.00889173862307242,-0.0119905811292887,-0.0160585733849496,0.00913248356327247,-0.00534075337351009,-0.00847598872063102,0.0388077585959931,-0.00334563705605517,-0.00166944946954105,0.0572412673136278,0.00491401480242916,-0.00627861633693599,-0.025249290795294,-0.0071444822764507,-0.0198352949339401,0.00537041252836268,0.0212022076506029,-0.00255102179160533,-0.0294620327303162,-0.0131129567635242,-0.0161060223053115,-0.00330225946760572,0,-0.0209512984181403,0,-0.00391843631220562,-0.016062378781029,0.0157215478561015,-0.0100658999347151,-0.0154624929421799,-0.0140775321679589,-0.00607654277954311,-0.0157071490970761,-0.0116020935525468,-0.0160787777635685,-0.00587472325801376,0.0391407899178,0.00139855511879944,-0.0165178913219522,0.0018957351648992,-0.0189965006906551,-0.00590436669037887,-0.0151550854676614,-0.0199153384365741,-0.0135929799574457,0,0.045556531602367
"2003-01-16",-0.00291713064448898,-0.0106496893870518,0.0123425231983864,-0.0105375050807057,-0.00467563680559959,-0.00213449923803474,0.0405224844309442,0.0135730626657948,0,0.0277628000577317,-0.0036100711498615,0.00694447235281099,0.0130816323339424,0.0125423737770909,-0.00169427615360469,-0.0164017670219343,0.000268907120020821,0.0319876754933973,0.00222799943631294,0.00249136199074447,-0.00978481426297174,0.0321700444159789,0.000162824382549431,0.00545446806850531,0.00110683873735858,-0.0129337487845682,-0.00254314396830347,-0.00824406950322184,-0.00980404994556895,0,0.00316656376058794,-0.0127848320384112,-0.126579573785719,-0.00940205898362051,0.00562083295198847,-0.0123247957109791,0.0753257177953975,0.0110702237542469,-0.0143586989602735,0.0104767851954141,-0.00637198466707142,0.000384541439078173,0.0017391308731269,0.0118831380036772,-0.0115439121905779,-0.00270819393687954,0.010875582996259,0.017456116582859,-0.0082034502666673,0.0277863046388971,0.0495859352567277,0.0153281456940354,-0.057575689038993,0.0151949742150717,-0.0124413681858332,0.00149529010749193,0.0364195908735696,0.0112289190216401,-0.014608040247465,0.0120253685529342,0.0106667678041952,-0.0754584112515934,0.0236615074981582,-0.0122124580295041,-0.000286385121109422,0.0245812359658142,-0.0467867947060564,0.00665556522275487,-0.00981486428878669,0.0119562108271325,-0.00448000749297189,0.0179591776868145,-0.0542418297112914,-0.00166668167414574,-0.0011030337577278,0.00646293582520435,0.0118282815178075,0.02046107187134,-0.0133783562505231,-0.0129251728588688,-0.0101695370111121,0.0116055461203079,0.00809721023261952,-0.0041579683967032,0.00445968709956254,-0.00661809161661679,-0.00901719365018886,-0.00574887107886716,-0.0181672712222242,0.0279931155996413,0.0277178447705465,0.00880914222716066,-0.0465200156348929,0.0189965006906551,-0.00316330829221493,-0.0149453331250231,-0.00489697075376933,0.0200159720102681,-0.0220709836040894,-0.0221048705673173
